id_x,host_response_rate,host_is_superhost,host_listings_count,accommodates,bedrooms,beds,maximum_nights,price,review_scores_rating,review_scores_cleanliness,review_scores_location,number_of_reviews,neighbourhood,property_type,neighbourhood_freq,property_type_freq
919409391482622105,0.86,0,273.0,4.0,4.0,4.0,365.0,256.0,3.0,5.0,4.0,1,Unknown,Entire rental unit,0.5945340501792115,0.2318548387096774
919504304041970912,0.86,0,273.0,6.0,2.0,6.0,365.0,216.0,4.67,4.11,4.56,81,Unknown,Entire rental unit,0.5945340501792115,0.2318548387096774
919522484008110278,1.0,1,1.0,2.0,1.0,1.0,6.0,78.0,4.89,4.94,4.6,1225,"Ballyfermot - Drimnagh, County Dublin, Ireland",Private room in rental unit,0.00022401433691756272,0.09363799283154121
919540311950767734,1.0,0,3.0,2.0,1.0,1.0,365.0,105.0,4.73,4.67,4.86,21609,"Saggart, County Dublin, Ireland",Entire cabin,0.0013440860215053765,0.004256272401433692
920060905310829770,1.0,1,1.0,4.0,2.0,3.0,30.0,174.0,4.82,4.64,4.84,11449,Unknown,Entire condo,0.5945340501792115,0.08109318996415771
920090242972859332,1.0,0,1.0,2.0,1.0,1.0,10.0,175.0,5.0,5.0,5.0,9,Unknown,Private room in home,0.5945340501792115,0.22334229390681004
920339705645677042,1.0,0,1.0,1.0,1.0,1.0,14.0,95.0,5.0,4.89,4.95,361,Unknown,Private room in rental unit,0.5945340501792115,0.09363799283154121
920848722798305678,0.86,0,273.0,4.0,1.0,2.0,365.0,136.0,4.6,4.4,5.0,25,Unknown,Entire rental unit,0.5945340501792115,0.2318548387096774
921039326189349332,1.0,1,1.0,2.0,1.0,1.0,30.0,125.0,4.87,4.84,4.77,961,Unknown,Entire rental unit,0.5945340501792115,0.2318548387096774
921310764323665057,0.0,0,2.0,2.0,1.0,1.0,1125.0,97.0,5.0,5.0,5.0,1,Unknown,Private room in home,0.5945340501792115,0.22334229390681004
921458824623390001,1.0,0,1.0,3.0,1.0,2.0,365.0,125.0,4.57,4.43,4.57,441,"Dublin, County Dublin, Ireland",Room in hotel,0.11559139784946236,0.006720430107526882
921573085874558602,1.0,0,1.0,4.0,2.0,2.0,365.0,153.0,4.73,4.8,4.87,900,Unknown,Entire home,0.5945340501792115,0.1646505376344086
921627525528590756,1.0,0,1.0,3.0,2.0,2.0,14.0,251.0,4.75,4.75,4.75,16,"Dublin 7, County Dublin, Ireland",Entire home,0.004704301075268817,0.1646505376344086
921663482762401026,1.0,0,1.0,2.0,1.0,1.0,4.0,99.0,5.0,5.0,4.78,81,"Dublin 8, County Dublin, Ireland",Private room in rental unit,0.02710573476702509,0.09363799283154121
921680605073073237,1.0,1,2.0,3.0,2.0,2.0,365.0,90.0,4.83,4.77,4.6,1225,"Dublin 24, County Dublin, Ireland",Private room in home,0.002688172043010753,0.22334229390681004
921730324875595359,0.82,0,1.0,4.0,2.0,3.0,7.0,250.0,4.83,4.85,4.8,1600,"Dublin, County Dublin, Ireland",Entire rental unit,0.11559139784946236,0.2318548387096774
921731381732549427,0.99,1,12.0,3.0,1.0,2.0,365.0,133.0,4.82,4.89,4.84,21316,Unknown,Private room in townhouse,0.5945340501792115,0.02486559139784946
921758924164293105,1.0,0,1.0,6.0,3.0,3.0,40.0,548.0,5.0,5.0,4.75,16,"Dublin, County Dublin, Ireland",Entire home,0.11559139784946236,0.1646505376344086
921864607320119780,1.0,0,1.0,8.0,4.0,0.0,28.0,1311.0,5.0,5.0,5.0,9,Unknown,Entire home,0.5945340501792115,0.1646505376344086
922257866240936483,1.0,0,2.0,1.0,1.0,1.0,1125.0,78.0,4.1,4.1,4.7,100,Unknown,Private room in home,0.5945340501792115,0.22334229390681004
922268429868621553,1.0,0,1.0,4.0,2.0,3.0,30.0,227.0,4.79,4.93,4.93,196,Unknown,Entire home,0.5945340501792115,0.1646505376344086
922513786656718086,1.0,0,1.0,2.0,1.0,1.0,6.0,103.0,4.68,4.75,4.73,21316,"Dublin, County Dublin, Ireland",Private room in home,0.11559139784946236,0.22334229390681004
922514317200825078,1.0,1,1.0,2.0,1.0,1.0,365.0,150.0,5.0,4.67,4.67,9,Unknown,Entire rental unit,0.5945340501792115,0.2318548387096774
922847922911872525,1.0,1,1.0,4.0,2.0,2.0,365.0,219.0,4.88,4.92,4.96,576,Unknown,Entire home,0.5945340501792115,0.1646505376344086
922920871129379761,1.0,1,1.0,2.0,0.0,1.0,365.0,100.0,5.0,5.0,5.0,144,Unknown,Entire rental unit,0.5945340501792115,0.2318548387096774
922935671500783814,0.7,0,3.0,6.0,1.0,2.0,365.0,20.0,5.0,5.0,4.67,9,Unknown,Shared room in home,0.5945340501792115,0.0035842293906810036
923008867751350122,0.86,0,273.0,9.0,4.0,4.0,365.0,338.0,4.58,4.64,4.89,5402,Unknown,Entire rental unit,0.5945340501792115,0.2318548387096774
923015751302336158,1.0,1,1.0,2.0,1.0,1.0,28.0,122.0,4.82,4.73,4.85,1089,Unknown,Entire rental unit,0.5945340501792115,0.2318548387096774
923973065751612221,1.0,0,1.0,4.0,2.0,2.0,30.0,313.0,4.67,4.76,4.76,1764,Unknown,Entire rental unit,0.5945340501792115,0.2318548387096774
924364625181775175,1.0,0,1.0,3.0,1.0,1.0,30.0,171.0,4.86,4.71,4.86,196,"Dublin 2, County Dublin, Ireland",Entire rental unit,0.009184587813620072,0.2318548387096774
924474700228107670,0.86,0,273.0,4.0,2.0,2.0,365.0,192.0,4.67,5.0,4.67,9,Unknown,Entire rental unit,0.5945340501792115,0.2318548387096774
925131990510559898,1.0,1,1.0,5.0,1.0,1.0,365.0,414.0,4.91,4.97,5.0,1024,Unknown,Entire home,0.5945340501792115,0.1646505376344086
925233286228481915,1.0,1,1.0,2.0,1.0,1.0,90.0,185.0,4.96,4.9799999999999995,4.9799999999999995,3136,Unknown,Entire rental unit,0.5945340501792115,0.2318548387096774
926685520810795004,1.0,0,1.0,4.0,2.0,4.0,40.0,284.0,4.71,4.52,4.9,441,"Dublin 2, County Dublin, Ireland",Entire condo,0.009184587813620072,0.08109318996415771
926689680382607289,1.0,1,4.0,5.0,1.0,3.0,1125.0,128.0,4.98,4.97,4.9,3364,Unknown,Shepherd’s hut,0.5945340501792115,0.00022401433691756272
926834414423729689,1.0,1,2.0,2.0,1.0,2.0,1125.0,91.0,4.87,4.96,4.87,7056,Unknown,Private room in condo,0.5945340501792115,0.05040322580645161
926850144979309665,1.0,0,1.0,2.0,1.0,1.0,365.0,80.0,4.5,4.21,4.79,784,Unknown,Private room in rental unit,0.5945340501792115,0.09363799283154121
926871049945854871,0.64,1,1.0,2.0,1.0,1.0,7.0,85.0,4.95,4.95,4.8,3481,"Dublin 5, County Dublin, Ireland",Private room in home,0.00492831541218638,0.22334229390681004
927338897362327870,0.86,0,273.0,4.0,1.0,1.0,365.0,217.0,4.84,4.8,4.92,625,Unknown,Entire rental unit,0.5945340501792115,0.2318548387096774
927347283647246833,0.0,0,1.0,2.0,1.0,1.0,365.0,139.0,5.0,5.0,5.0,1,Unknown,Private room in home,0.5945340501792115,0.22334229390681004
927428872993136150,1.0,1,2.0,5.0,2.0,2.0,32.0,252.0,4.91,4.77,4.68,484,"Dublin 8, County Dublin, Ireland",Entire home,0.02710573476702509,0.1646505376344086
927600275268329152,0.0,0,1.0,2.0,1.0,1.0,365.0,94.0,5.0,5.0,5.0,4,Unknown,Private room in rental unit,0.5945340501792115,0.09363799283154121
928005119528254615,0.84,0,106.0,2.0,1.0,1.0,365.0,89.0,4.5,4.5,5.0,4,Unknown,Entire rental unit,0.5945340501792115,0.2318548387096774
928204141183464190,1.0,0,1.0,6.0,3.0,4.0,7.0,314.0,4.78,4.89,4.89,81,"Dublin, County Dublin, Ireland",Entire home,0.11559139784946236,0.1646505376344086
928417798451103227,0.86,0,273.0,4.0,2.0,2.0,365.0,178.0,4.86,4.86,4.9,441,Unknown,Entire rental unit,0.5945340501792115,0.2318548387096774
928673246002064965,1.0,0,1.0,7.0,4.0,4.0,28.0,266.0,4.83,4.92,4.83,144,Unknown,Entire home,0.5945340501792115,0.1646505376344086
928689104825274439,0.0,0,1.0,2.0,1.0,1.0,365.0,115.0,4.73,4.73,3.82,121,Unknown,Private room in rental unit,0.5945340501792115,0.09363799283154121
928695083751702565,1.0,0,2.0,1.0,1.0,1.0,365.0,117.0,5.0,5.0,5.0,81,"Dublin 1, County Dublin, Ireland",Private room in condo,0.02307347670250896,0.05040322580645161
928966352488628552,1.0,1,1.0,2.0,1.0,1.0,30.0,180.0,4.88,4.86,4.93,1849,"Dublin 3, County Dublin, Ireland",Entire cottage,0.006496415770609319,0.006048387096774193
929474573278795687,1.0,1,4.0,1.0,1.0,1.0,365.0,47.0,5.0,5.0,4.0,4,Unknown,Private room in home,0.5945340501792115,0.22334229390681004
929792884623674602,0.2,0,1.0,2.0,1.0,1.0,5.0,150.0,4.929999999999999,4.73,5.0,225,Unknown,Entire rental unit,0.5945340501792115,0.2318548387096774
930255028509664079,1.0,0,1.0,2.0,1.0,1.0,28.0,162.0,5.0,5.0,4.67,36,"Dublin 4, County Dublin, Ireland",Entire rental unit,0.012096774193548387,0.2318548387096774
930337196082968290,1.0,1,2.0,3.0,1.0,2.0,365.0,198.0,4.74,4.86,4.91,3249,"Dublin 8, County Dublin, Ireland",Entire condo,0.02710573476702509,0.08109318996415771
930942603833825284,1.0,0,1.0,4.0,1.0,2.0,3.0,166.0,4.51,4.33,4.69,2401,Unknown,Entire rental unit,0.5945340501792115,0.2318548387096774
930951748384360345,1.0,1,1.0,2.0,1.0,1.0,28.0,135.0,4.88,4.82,4.71,289,"Dublin, County Dublin, Ireland",Private room in rental unit,0.11559139784946236,0.09363799283154121
932532315741379412,1.0,0,1.0,2.0,2.0,2.0,5.0,251.0,5.0,4.67,5.0,9,Unknown,Entire home,0.5945340501792115,0.1646505376344086
932612112374478698,0.86,0,273.0,4.0,2.0,2.0,365.0,218.0,4.69,4.76,4.93,841,Unknown,Entire rental unit,0.5945340501792115,0.2318548387096774
932650817143601845,1.0,0,1.0,2.0,1.0,1.0,6.0,143.0,4.69,4.62,4.76,1764,"Dublin, County Dublin, Ireland",Entire rental unit,0.11559139784946236,0.2318548387096774
933155392045159220,0.0,0,1.0,2.0,1.0,1.0,15.0,68.0,3.75,4.0,4.25,16,Unknown,Private room in rental unit,0.5945340501792115,0.09363799283154121
933765176709596855,0.92,1,1.0,2.0,1.0,1.0,15.0,54.0,4.82,4.79,4.62,18769,Unknown,Private room in rental unit,0.5945340501792115,0.09363799283154121
933847094072676687,0.97,1,17.0,2.0,1.0,1.0,180.0,226.0,4.92,5.0,4.85,5476,Unknown,Entire rental unit,0.5945340501792115,0.2318548387096774
933970549242273694,1.0,1,7.0,8.0,2.0,6.0,365.0,636.0,4.94,4.94,4.96,5184,Unknown,Entire rental unit,0.5945340501792115,0.2318548387096774
934212161420922316,1.0,1,2.0,8.0,4.0,5.0,29.0,305.0,4.98,4.9,4.88,18496,"Lucan, County Dublin, Ireland",Entire home,0.005824372759856631,0.1646505376344086
934852290408725200,0.96,1,2.0,2.0,1.0,1.0,28.0,79.0,4.68,4.94,4.6,7225,Unknown,Private room in condo,0.5945340501792115,0.05040322580645161
935368673544712980,1.0,0,1.0,5.0,2.0,2.0,31.0,185.0,4.83,4.83,4.67,36,Unknown,Entire home,0.5945340501792115,0.1646505376344086
935489027078323364,1.0,1,1.0,1.0,1.0,1.0,365.0,68.0,4.72,4.889999999999999,4.79,2809,"Dublin, County Dublin, Ireland",Private room in home,0.11559139784946236,0.22334229390681004
935947764108867288,1.0,0,2.0,1.0,1.0,1.0,365.0,77.0,4.36,4.5,4.43,196,"Dublin 14, County Dublin, Ireland",Private room in home,0.0035842293906810036,0.22334229390681004
936016418010916676,0.86,0,273.0,4.0,2.0,2.0,365.0,208.0,4.17,3.83,4.33,36,Unknown,Entire rental unit,0.5945340501792115,0.2318548387096774
936293030438571237,0.88,0,13.0,8.0,1.0,6.0,365.0,155.0,4.6,4.75,4.75,400,Unknown,Private room in guesthouse,0.5945340501792115,0.007840501792114695
937025329374872942,1.0,1,2.0,2.0,1.0,1.0,14.0,53.0,4.88,4.93,4.66,30976,"Dublin 15, County Dublin, Ireland",Private room in home,0.0020161290322580645,0.22334229390681004
937053234152623228,0.71,0,2.0,2.0,1.0,1.0,365.0,170.0,4.44,4.33,4.78,81,Unknown,Entire rental unit,0.5945340501792115,0.2318548387096774
937768648201817394,1.0,0,133.0,1.0,1.0,1.0,1125.0,66.0,4.67,4.92,4.67,144,Unknown,Private room in home,0.5945340501792115,0.22334229390681004
937780256174930230,1.0,1,3.0,2.0,1.0,1.0,90.0,77.0,4.86,4.96,4.72,24649,Unknown,Private room in home,0.5945340501792115,0.22334229390681004
938153906734634151,1.0,0,2.0,2.0,1.0,1.0,365.0,129.0,4.73,4.76,4.86,6889,Unknown,Entire guesthouse,0.5945340501792115,0.009632616487455198
938174030281276010,0.98,0,44.0,5.0,2.0,4.0,365.0,350.0,4.47,4.58,4.42,361,Unknown,Entire rental unit,0.5945340501792115,0.2318548387096774
938209122439717387,1.0,1,3.0,2.0,1.0,1.0,1125.0,62.0,4.88,4.96,4.73,32400,"Dublin 4, County Dublin, Ireland",Private room in townhouse,0.012096774193548387,0.02486559139784946
938307099523663554,0.0,0,1.0,1.0,1.0,1.0,365.0,120.0,5.0,5.0,5.0,1,Unknown,Private room in rental unit,0.5945340501792115,0.09363799283154121
938378368171153066,1.0,0,1.0,2.0,1.0,1.0,30.0,68.0,5.0,5.0,5.0,16,Unknown,Private room in rental unit,0.5945340501792115,0.09363799283154121
938489906387518657,1.0,0,1.0,4.0,1.0,1.0,30.0,149.0,4.8,4.8,4.4,25,"Dublin, County Dublin, Ireland",Entire rental unit,0.11559139784946236,0.2318548387096774
938522875455808850,1.0,1,2.0,2.0,1.0,1.0,14.0,65.0,4.84,4.9,4.65,15876,"Dublin 15, County Dublin, Ireland",Private room in home,0.0020161290322580645,0.22334229390681004
938883367117303642,0.67,1,1.0,2.0,1.0,1.0,365.0,63.0,4.77,4.46,4.82,16384,Unknown,Private room in rental unit,0.5945340501792115,0.09363799283154121
938937084628193838,1.0,0,1.0,3.0,1.0,1.0,30.0,210.0,4.75,5.0,5.0,16,Unknown,Entire rental unit,0.5945340501792115,0.2318548387096774
939048516567922617,0.86,0,273.0,4.0,1.0,2.0,365.0,113.0,4.13,4.0,4.5,64,Unknown,Entire rental unit,0.5945340501792115,0.2318548387096774
939127540862888066,0.86,0,273.0,6.0,3.0,5.0,365.0,303.0,4.55,4.45,4.75,400,Unknown,Entire rental unit,0.5945340501792115,0.2318548387096774
939183354040396798,1.0,0,1.0,7.0,5.0,7.0,7.0,400.0,5.0,5.0,5.0,4,Unknown,Entire home,0.5945340501792115,0.1646505376344086
939200030603529259,0.83,0,1.0,2.0,1.0,1.0,14.0,100.0,4.8,4.92,4.84,2601,Unknown,Private room in rental unit,0.5945340501792115,0.09363799283154121
939718881185797851,0.97,0,29.0,6.0,3.0,3.0,365.0,300.0,4.83,4.5,4.83,36,Unknown,Entire rental unit,0.5945340501792115,0.2318548387096774
939735792857264150,1.0,0,2.0,2.0,1.0,1.0,365.0,180.0,5.0,5.0,5.0,9,Unknown,Private room in home,0.5945340501792115,0.22334229390681004
939801006035416503,1.0,1,2.0,2.0,1.0,1.0,365.0,52.0,4.87,4.84,4.94,3969,Unknown,Private room in rental unit,0.5945340501792115,0.09363799283154121
940037204900781967,0.1,0,1.0,4.0,1.0,2.0,365.0,270.0,5.0,5.0,4.84,361,Unknown,Entire home,0.5945340501792115,0.1646505376344086
941723577031381940,1.0,1,1.0,1.0,1.0,1.0,15.0,99.0,4.9,4.9,4.94,4624,"Dublin 1, County Dublin, Ireland",Private room in rental unit,0.02307347670250896,0.09363799283154121
943079035830121448,0.8,0,1.0,4.0,2.0,2.0,7.0,307.0,4.46,4.13,4.29,576,"Dublin 10, County Dublin, Ireland",Entire rental unit,0.0008960573476702509,0.2318548387096774
943462610825585717,1.0,0,2.0,2.0,1.0,1.0,365.0,72.0,4.76,4.63,4.53,9216,"East Wall, County Dublin, Ireland",Private room in home,0.00022401433691756272,0.22334229390681004
943502589054728704,1.0,1,9.0,15.0,7.0,8.0,30.0,648.0,4.78,4.33,4.78,81,"Dublin 6, County Dublin, Ireland",Entire townhouse,0.011200716845878136,0.018145161290322582
943523822467379205,1.0,0,1.0,1.0,1.0,1.0,90.0,59.0,4.8,4.84,4.75,3025,"Dublin 8, County Dublin, Ireland",Private room in home,0.02710573476702509,0.22334229390681004
943946225017063870,1.0,1,3.0,2.0,1.0,1.0,365.0,225.0,5.0,5.0,4.96,625,Unknown,Entire rental unit,0.5945340501792115,0.2318548387096774
944103844786334849,0.6,0,1.0,3.0,1.0,1.0,18.0,85.0,5.0,5.0,4.89,1369,Unknown,Private room in home,0.5945340501792115,0.22334229390681004
944712240249372748,0.86,0,273.0,6.0,2.0,1.0,365.0,300.0,5.0,4.0,5.0,1,Unknown,Entire rental unit,0.5945340501792115,0.2318548387096774
944813604310007675,1.0,0,1.0,4.0,1.0,1.0,28.0,236.0,4.94,5.0,4.72,324,"Dublin, County Dublin, Ireland",Entire rental unit,0.11559139784946236,0.2318548387096774
945410853219015861,1.0,0,1.0,1.0,1.0,1.0,365.0,81.0,4.33,4.0,5.0,9,"Dublin 4, County Dublin, Ireland",Private room in rental unit,0.012096774193548387,0.09363799283154121
945493454826433611,1.0,1,1.0,2.0,1.0,1.0,1125.0,87.0,5.0,5.0,4.95,1444,Unknown,Private room in rental unit,0.5945340501792115,0.09363799283154121
945580259248989593,1.0,0,9.0,7.0,3.0,4.0,1125.0,536.0,4.61,4.53,4.76,4356,"Dublin, County Dublin, Ireland",Entire home,0.11559139784946236,0.1646505376344086
945712491645528633,0.4,1,2.0,4.0,2.0,3.0,30.0,263.0,4.88,4.8,4.88,1600,"Dublin 6, County Dublin, Ireland",Entire rental unit,0.011200716845878136,0.2318548387096774
946169178577206332,1.0,1,2.0,2.0,1.0,1.0,60.0,184.0,4.87,4.78,4.95,9409,Unknown,Entire rental unit,0.5945340501792115,0.2318548387096774
946292352340354558,1.0,1,1.0,2.0,1.0,1.0,50.0,59.0,4.929999999999999,4.83,4.929999999999999,900,Unknown,Private room in rental unit,0.5945340501792115,0.09363799283154121
946346290370998800,1.0,1,1.0,2.0,1.0,2.0,1125.0,108.0,4.97,4.93,4.99,10000,"Skerries, County Dublin, Ireland",Entire home,0.002688172043010753,0.1646505376344086
946385565336844709,1.0,1,3.0,5.0,3.0,3.0,180.0,529.0,4.74,4.65,4.77,961,Unknown,Entire home,0.5945340501792115,0.1646505376344086
946432744267676539,1.0,0,1.0,3.0,1.0,2.0,365.0,135.0,4.63,4.26,4.89,361,"Dublin 6, County Dublin, Ireland",Entire rental unit,0.011200716845878136,0.2318548387096774
946851404040071725,1.0,0,1.0,3.0,1.0,2.0,365.0,144.0,4.0,4.13,4.13,64,Unknown,Entire condo,0.5945340501792115,0.08109318996415771
947600389653315904,1.0,1,1.0,4.0,2.0,2.0,365.0,135.0,4.91,4.58,4.92,2809,Unknown,Entire home,0.5945340501792115,0.1646505376344086
947860204884309642,1.0,1,2.0,2.0,0.0,1.0,100.0,116.0,4.83,4.89,4.74,2916,Unknown,Entire rental unit,0.5945340501792115,0.2318548387096774
948234096274560275,1.0,1,2.0,2.0,1.0,1.0,365.0,64.0,4.9,4.9,4.4,400,Unknown,Private room in home,0.5945340501792115,0.22334229390681004
948490316202011594,1.0,1,1.0,4.0,2.0,2.0,30.0,350.0,4.96,4.91,4.96,529,Unknown,Entire rental unit,0.5945340501792115,0.2318548387096774
949053769508115071,0.89,0,210.0,4.0,2.0,2.0,365.0,177.0,3.67,4.11,3.8899999999999997,81,Unknown,Entire rental unit,0.5945340501792115,0.2318548387096774
949127275129159428,1.0,0,1.0,8.0,4.0,5.0,90.0,700.0,4.77,4.85,5.0,169,"Dublin 6, County Dublin, Ireland",Entire home,0.011200716845878136,0.1646505376344086
949206483188761115,1.0,1,2.0,2.0,1.0,1.0,365.0,85.0,4.9,4.99,4.87,4900,Unknown,Private room in condo,0.5945340501792115,0.05040322580645161
949677776704014178,0.98,0,44.0,4.0,1.0,1.0,365.0,271.0,4.23,4.68,4.73,484,Unknown,Entire rental unit,0.5945340501792115,0.2318548387096774
949703710960353122,0.13,0,1.0,4.0,1.0,1.0,365.0,195.0,4.67,4.58,4.5,144,Unknown,Entire rental unit,0.5945340501792115,0.2318548387096774
949746263013171375,0.97,1,84.0,4.0,2.0,2.0,90.0,157.0,5.0,5.0,5.0,1,"Dublin, County Dublin, Ireland",Entire rental unit,0.11559139784946236,0.2318548387096774
949746781513925623,0.97,1,84.0,4.0,2.0,2.0,90.0,157.0,5.0,5.0,5.0,1,"Dublin, County Dublin, Ireland",Entire rental unit,0.11559139784946236,0.2318548387096774
949766079943127389,1.0,0,1.0,4.0,2.0,2.0,190.0,327.0,4.85,4.88,4.79,1089,Unknown,Entire condo,0.5945340501792115,0.08109318996415771
949824627493954840,1.0,1,2.0,2.0,2.0,3.0,365.0,154.0,4.71,4.79,4.79,196,"Dublin 24, County Dublin, Ireland",Private room in home,0.002688172043010753,0.22334229390681004
950016378602311247,1.0,0,1.0,2.0,1.0,1.0,30.0,68.0,4.65,4.51,4.7,18769,Unknown,Private room in tiny home,0.5945340501792115,0.00044802867383512545
950513205138268368,1.0,1,1.0,2.0,1.0,1.0,1125.0,112.0,5.0,4.97,4.9,841,"Dublin, County Dublin, Ireland",Private room in condo,0.11559139784946236,0.05040322580645161
950615480988469112,1.0,0,1.0,2.0,1.0,1.0,365.0,108.0,4.75,4.75,4.63,64,Unknown,Private room in condo,0.5945340501792115,0.05040322580645161
950843181459374319,0.0,0,1.0,2.0,1.0,1.0,1125.0,132.0,1.0,2.0,1.0,1,Unknown,Entire place,0.5945340501792115,0.0035842293906810036
951151254682310936,1.0,1,2.0,1.0,1.0,1.0,365.0,70.0,4.93,4.93,4.82,1936,"Dublin 24, County Dublin, Ireland",Private room in home,0.002688172043010753,0.22334229390681004
951215647444679307,0.86,0,273.0,6.0,3.0,3.0,365.0,410.0,4.85,4.93,4.9,1600,Unknown,Entire home,0.5945340501792115,0.1646505376344086
951222026488276157,0.86,0,273.0,5.0,2.0,2.0,365.0,232.0,4.38,4.88,4.5,64,Unknown,Entire home,0.5945340501792115,0.1646505376344086
952047655321646743,1.0,0,1.0,8.0,4.0,6.0,60.0,582.0,5.0,5.0,5.0,1,Unknown,Entire home,0.5945340501792115,0.1646505376344086
952083165776189481,1.0,1,1.0,2.0,0.0,1.0,30.0,103.0,4.79,4.96,4.83,576,"Dublin, County Dublin, Ireland",Private room in condo,0.11559139784946236,0.05040322580645161
952931816201210788,1.0,0,1.0,2.0,1.0,1.0,1125.0,94.0,4.6,4.27,4.87,225,Unknown,Entire condo,0.5945340501792115,0.08109318996415771
953473370854624575,0.0,0,2.0,2.0,1.0,1.0,365.0,195.0,4.75,4.88,4.38,64,Unknown,Private room in rental unit,0.5945340501792115,0.09363799283154121
953479108177211169,0.97,0,15.0,2.0,1.0,1.0,365.0,68.0,5.0,4.67,4.67,9,"Phibsborough, County Dublin, Ireland",Private room in home,0.002688172043010753,0.22334229390681004
953481389714369103,1.0,1,1.0,4.0,2.0,2.0,700.0,138.0,4.78,4.63,4.78,10404,"Blackrock, County Dublin, Ireland",Entire rental unit,0.004704301075268817,0.2318548387096774
954086559105460880,0.88,0,13.0,16.0,1.0,16.0,365.0,209.0,4.73,4.65,4.9,2601,Unknown,Private room in guesthouse,0.5945340501792115,0.007840501792114695
954397252912678294,1.0,1,1.0,2.0,1.0,1.0,33.0,134.0,4.94,4.88,5.0,256,Unknown,Private room in rental unit,0.5945340501792115,0.09363799283154121
954704510630296233,0.8,1,1.0,2.0,1.0,1.0,365.0,150.0,5.0,5.0,4.92,169,Unknown,Private room in home,0.5945340501792115,0.22334229390681004
954951728060260847,0.86,0,273.0,6.0,2.0,2.0,365.0,312.0,4.22,4.0,4.89,81,Unknown,Entire rental unit,0.5945340501792115,0.2318548387096774
954977951676809866,1.0,1,1.0,2.0,1.0,1.0,15.0,80.0,4.93,4.93,4.68,1600,"Finglas West, County Dublin, Ireland",Private room in home,0.00044802867383512545,0.22334229390681004
955040321888032705,1.0,0,5.0,4.0,1.0,2.0,365.0,182.0,4.43,4.17,4.89,1225,Unknown,Entire rental unit,0.5945340501792115,0.2318548387096774
955093439550006971,1.0,0,1.0,2.0,1.0,1.0,60.0,61.0,4.58,4.56,4.6,51076,Unknown,Private room in rental unit,0.5945340501792115,0.09363799283154121
955202423539577142,1.0,1,1.0,2.0,1.0,1.0,365.0,113.0,4.85,4.85,4.67,1521,"Phibsborough, County Dublin, Ireland",Private room in home,0.002688172043010753,0.22334229390681004
955223327986596892,0.1,0,1.0,2.0,1.0,1.0,365.0,61.0,4.75,4.0,4.5,64,Unknown,Private room in home,0.5945340501792115,0.22334229390681004
955825986147362075,1.0,1,1.0,4.0,2.0,3.0,365.0,301.0,4.96,4.98,4.99,9604,"Dublin, County Dublin, Ireland",Entire cottage,0.11559139784946236,0.006048387096774193
956209920906786095,1.0,0,1.0,2.0,2.0,2.0,60.0,171.0,5.0,4.86,4.86,49,Unknown,Entire condo,0.5945340501792115,0.08109318996415771
956330216311429634,1.0,0,1.0,5.0,3.0,3.0,365.0,350.0,5.0,4.75,4.75,16,Unknown,Entire home,0.5945340501792115,0.1646505376344086
957231503640014119,1.0,1,1.0,2.0,1.0,1.0,365.0,113.0,4.98,4.99,4.94,25600,Unknown,Private room in condo,0.5945340501792115,0.05040322580645161
957256760198316830,1.0,0,1.0,1.0,1.0,1.0,10.0,57.0,5.0,5.0,5.0,1,Unknown,Private room in home,0.5945340501792115,0.22334229390681004
957653433566241098,0.86,0,273.0,6.0,3.0,3.0,365.0,375.0,4.86,4.84,4.86,3249,Unknown,Entire home,0.5945340501792115,0.1646505376344086
957677020218403204,0.85,1,4.0,2.0,1.0,1.0,100.0,71.0,4.94,4.63,4.75,256,Unknown,Private room in home,0.5945340501792115,0.22334229390681004
958334767380832309,1.0,1,1.0,10.0,5.0,6.0,365.0,1475.0,4.91,5.0,4.82,121,"Dublin, County Dublin, Ireland",Entire home,0.11559139784946236,0.1646505376344086
958550091312966789,1.0,0,1.0,5.0,3.0,3.0,6.0,250.0,4.83,4.5,4.83,36,"Dublin 15, County Dublin, Ireland",Entire home,0.0020161290322580645,0.1646505376344086
958724549001365395,1.0,0,5.0,5.0,2.0,4.0,365.0,310.0,4.49,4.39,4.85,1681,Unknown,Entire rental unit,0.5945340501792115,0.2318548387096774
959374799416464719,1.0,1,1.0,4.0,1.0,2.0,100.0,127.0,4.8,4.85,4.82,7744,"Harold's Cross, County Dublin, Ireland",Entire condo,0.0015681003584229391,0.08109318996415771
960282391540194283,1.0,1,3.0,2.0,1.0,1.0,365.0,77.0,5.0,5.0,4.65,400,Unknown,Private room in bed and breakfast,0.5945340501792115,0.013888888888888888
960557681659261983,0.99,1,12.0,2.0,1.0,1.0,365.0,115.0,4.81,4.9,4.8,15625,Unknown,Private room in townhouse,0.5945340501792115,0.02486559139784946
960924822033703469,1.0,0,1.0,6.0,3.0,4.0,365.0,540.0,5.0,5.0,5.0,25,"County Dublin, Ireland",Entire home,0.006048387096774193,0.1646505376344086
961075418665257590,1.0,0,1.0,2.0,1.0,1.0,31.0,63.0,4.7,4.59,4.54,9409,"Dublin, County Dublin, Ireland",Private room in condo,0.11559139784946236,0.05040322580645161
962131110594403370,0.97,0,3.0,4.0,1.0,2.0,365.0,119.0,4.54,4.46,4.15,169,Unknown,Entire rental unit,0.5945340501792115,0.2318548387096774
